Effective To Date,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,State,Response,Coverage,Education,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Policy,Claim Reason,Sales Channel,Vehicle Class,Vehicle Size
47,76912,116,0,55,2,2,Missouri,No,Basic,High School or Below,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Other,Agent,Sports Car,Medsize
52,57925,72,33,13,1,3,Missouri,No,Basic,High School or Below,Employed,F,Urban,Single,Corporate Auto,Corporate L2,Collision,Agent,Two-Door Car,Medsize
52,0,63,1,5,0,1,Missouri,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L3,Hail,Agent,Two-Door Car,Medsize
51,26864,78,18,12,0,2,Nebraska,No,Extended,High School or Below,Disabled,F,Suburban,Divorced,Special Auto,Special L1,Scratch/Dent,Agent,Four-Door Car,Medsize
15,70892,76,21,32,0,5,Missouri,No,Extended,College,Employed,M,Urban,Married,Corporate Auto,Corporate L1,Hail,Call Center,Two-Door Car,Medsize
52,94652,86,18,88,0,3,Oklahoma,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Medsize
19,82534,118,15,56,0,1,Oklahoma,No,Basic,Bachelor,Employed,F,Rural,Single,Personal Auto,Personal L3,Collision,Agent,SUV,Medsize
58,12131,64,32,60,1,1,Iowa,No,Basic,High School or Below,Disabled,M,Urban,Single,Personal Auto,Personal L2,Scratch/Dent,Call Center,Four-Door Car,Medsize
47,52361,102,13,78,0,1,Oklahoma,No,Premium,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L3,Scratch/Dent,Agent,Four-Door Car,Medsize
58,0,99,0,71,0,1,Missouri,No,Extended,College,Unemployed,M,Suburban,Divorced,Special Auto,Special L2,Collision,Branch,Four-Door Car,Medsize
55,0,86,17,35,0,1,Nebraska,No,Extended,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L3,Other,Branch,Four-Door Car,Small
40,89586,63,28,40,1,2,Nebraska,No,Basic,Master,Employed,F,Suburban,Married,Personal Auto,Personal L3,Other,Call Center,Four-Door Car,Medsize
37,57693,76,16,56,0,3,Nebraska,Yes,Extended,High School or Below,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Hail,Agent,Four-Door Car,Medsize
38,55687,276,33,91,0,1,Nebraska,Yes,Premium,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Collision,Agent,Luxury SUV,Medsize
39,29735,69,3,92,0,1,Nebraska,Yes,Basic,Bachelor,Medical Leave,M,Suburban,Single,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
4,62873,81,0,41,0,1,Iowa,Yes,Extended,College,Employed,M,Urban,Divorced,Special Auto,Special L3,Hail,Call Center,Four-Door Car,Medsize
30,25239,100,30,59,0,7,Iowa,No,Basic,Bachelor,Employed,F,Rural,Divorced,Personal Auto,Personal L3,Scratch/Dent,Branch,SUV,Medsize
17,0,96,19,30,0,1,Missouri,No,Extended,Bachelor,Unemployed,F,Urban,Married,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Medsize
17,24164,137,2,40,0,5,Missouri,Yes,Extended,Doctor,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L2,Hail,Agent,Sports Car,Medsize
9,28663,61,15,8,4,7,Nebraska,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L2,Other,Agent,Four-Door Car,Medsize
1,72421,65,8,23,0,1,Missouri,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L2,Hail,Call Center,Four-Door Car,Small
53,13528,86,21,35,0,3,Iowa,Yes,Extended,College,Retired,M,Suburban,Single,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
15,50201,64,21,99,0,1,Nebraska,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L3,Other,Agent,Two-Door Car,Medsize
34,0,63,22,94,0,1,Iowa,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
12,27961,72,15,64,0,2,Iowa,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Collision,Agent,Two-Door Car,Small
42,42961,83,24,16,0,2,Nebraska,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L2,Hail,Web,Four-Door Car,Medsize
33,50234,101,12,1,0,2,Missouri,No,Premium,College,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Small
27,57428,85,34,40,1,1,Kansas,No,Extended,Bachelor,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Collision,Call Center,Four-Door Car,Medsize
43,0,62,25,30,0,1,Nebraska,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Hail,Call Center,Four-Door Car,Medsize
29,0,67,7,75,0,5,Nebraska,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Scratch/Dent,Agent,Four-Door Car,Medsize
46,60475,107,9,18,0,1,Missouri,Yes,Premium,College,Employed,M,Suburban,Married,Personal Auto,Personal L1,Hail,Branch,Four-Door Car,Medsize
27,25370,116,21,64,0,3,Kansas,No,Basic,High School or Below,Employed,F,Suburban,Married,Special Auto,Special L3,Other,Web,SUV,Small
20,0,127,30,11,0,6,Missouri,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Scratch/Dent,Branch,Sports Car,Medsize
19,18241,65,17,44,0,1,Nebraska,No,Basic,Doctor,Disabled,F,Rural,Married,Personal Auto,Personal L2,Scratch/Dent,Agent,Two-Door Car,Medsize
39,37534,84,2,0,2,2,Kansas,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Scratch/Dent,Branch,Four-Door Car,Medsize
31,57647,94,3,99,0,1,Kansas,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Collision,Branch,Two-Door Car,Medsize
49,48039,68,4,37,0,1,Iowa,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L2,Other,Branch,Four-Door Car,Medsize
55,45345,72,28,86,0,3,Iowa,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L3,Collision,Web,Four-Door Car,Large
23,0,131,6,52,0,6,Iowa,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Hail,Web,SUV,Small
34,0,74,20,3,0,2,Nebraska,No,Basic,High School or Below,Unemployed,F,Rural,Married,Personal Auto,Personal L1,Collision,Branch,Four-Door Car,Medsize
58,50494,114,19,15,0,2,Missouri,No,Premium,Doctor,Employed,F,Urban,Married,Personal Auto,Personal L3,Hail,Call Center,Two-Door Car,Medsize
10,28919,173,5,88,0,3,Iowa,No,Premium,College,Employed,F,Suburban,Single,Personal Auto,Personal L2,Scratch/Dent,Agent,SUV,Medsize
0,62506,69,3,90,0,1,Iowa,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L1,Collision,Branch,Two-Door Car,Large
20,28432,118,1,59,0,2,Iowa,Yes,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L2,Hail,Branch,SUV,Small
5,24400,62,13,25,0,1,Kansas,No,Basic,High School or Below,Disabled,F,Suburban,Single,Corporate Auto,Corporate L3,Scratch/Dent,Agent,Two-Door Car,Medsize
1,55836,73,8,87,0,7,Iowa,No,Basic,Master,Employed,M,Urban,Married,Personal Auto,Personal L3,Collision,Web,Four-Door Car,Medsize
30,0,83,30,44,0,1,Iowa,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Small
3,0,66,31,14,0,1,Kansas,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Scratch/Dent,Branch,Two-Door Car,Medsize
58,0,81,8,47,0,8,Nebraska,No,Extended,College,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Other,Branch,Four-Door Car,Medsize
38,75963,69,4,23,0,7,Nebraska,No,Basic,College,Employed,F,Rural,Divorced,Corporate Auto,Corporate L3,Scratch/Dent,Branch,Two-Door Car,Medsize
36,0,111,10,75,0,1,Oklahoma,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Hail,Agent,Four-Door Car,Medsize
19,91245,69,16,50,0,2,Iowa,No,Basic,High School or Below,Employed,M,Rural,Divorced,Corporate Auto,Corporate L3,Collision,Agent,Four-Door Car,Small
27,22571,63,29,51,0,9,Missouri,Yes,Basic,College,Medical Leave,F,Suburban,Single,Corporate Auto,Corporate L2,Hail,Web,Four-Door Car,Large
33,48567,130,12,15,0,1,Nebraska,Yes,Extended,Bachelor,Employed,F,Suburban,Single,Personal Auto,Personal L1,Hail,Agent,SUV,Medsize
3,0,83,20,32,0,1,Iowa,No,Extended,Master,Unemployed,F,Suburban,Married,Personal Auto,Personal L1,Hail,Call Center,Four-Door Car,Medsize
12,74142,83,24,60,0,1,Missouri,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Other,Branch,Two-Door Car,Medsize
13,30686,61,22,45,0,3,Iowa,No,Basic,High School or Below,Employed,M,Rural,Single,Corporate Auto,Corporate L3,Hail,Web,Four-Door Car,Medsize
48,20228,101,3,43,1,2,Kansas,Yes,Basic,High School or Below,Retired,M,Suburban,Divorced,Personal Auto,Personal L3,Collision,Branch,SUV,Medsize
14,63143,71,31,85,0,3,Iowa,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Collision,Call Center,Four-Door Car,Medsize
24,0,80,8,71,0,2,Oklahoma,No,Extended,Master,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
33,44051,67,21,81,0,3,Kansas,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L2,Hail,Agent,Four-Door Car,Large
27,85018,68,22,54,3,6,Iowa,No,Basic,Doctor,Employed,F,Rural,Married,Personal Auto,Personal L1,Collision,Call Center,Four-Door Car,Large
9,83195,73,18,36,1,1,Oklahoma,No,Basic,Master,Employed,F,Urban,Single,Personal Auto,Personal L1,Collision,Call Center,Two-Door Car,Medsize
45,0,158,3,10,0,2,Kansas,No,Premium,College,Unemployed,F,Suburban,Married,Special Auto,Special L3,Scratch/Dent,Agent,SUV,Small
4,55411,100,24,53,0,4,Nebraska,No,Basic,Doctor,Employed,M,Urban,Married,Personal Auto,Personal L2,Hail,Web,Sports Car,Medsize
39,33879,98,16,82,0,2,Iowa,No,Extended,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Collision,Branch,Two-Door Car,Small
46,52982,89,8,54,0,3,Nebraska,No,Extended,College,Employed,F,Rural,Divorced,Corporate Auto,Corporate L3,Collision,Call Center,Four-Door Car,Medsize
18,0,122,27,2,0,1,Iowa,Yes,Extended,College,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Hail,Agent,SUV,Medsize
40,44369,77,7,35,3,1,Missouri,No,Extended,Bachelor,Employed,M,Urban,Divorced,Personal Auto,Personal L2,Collision,Web,Four-Door Car,Medsize
48,85704,69,21,84,0,7,Oklahoma,No,Basic,College,Employed,M,Urban,Married,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Small
19,0,109,5,95,0,3,Oklahoma,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Hail,Call Center,SUV,Small
29,43386,111,17,35,0,1,Kansas,No,Basic,College,Employed,M,Urban,Single,Personal Auto,Personal L1,Collision,Call Center,SUV,Medsize
40,53808,88,26,91,0,7,Iowa,No,Extended,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L2,Other,Branch,Four-Door Car,Medsize
27,0,71,11,77,0,1,Iowa,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L1,Hail,Web,Four-Door Car,Medsize
18,28513,100,4,22,1,2,Missouri,Yes,Basic,High School or Below,Medical Leave,F,Suburban,Married,Corporate Auto,Corporate L2,Hail,Call Center,SUV,Medsize
34,70717,72,20,89,0,5,Nebraska,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L1,Hail,Call Center,Two-Door Car,Medsize
9,31614,71,26,69,0,4,Iowa,No,Basic,College,Employed,M,Urban,Single,Personal Auto,Personal L3,Hail,Branch,Four-Door Car,Medsize
22,94415,127,6,53,1,1,Nebraska,No,Extended,College,Employed,M,Urban,Married,Personal Auto,Personal L1,Collision,Branch,Sports Car,Medsize
26,30431,122,6,16,0,3,Missouri,No,Extended,Bachelor,Employed,F,Rural,Married,Corporate Auto,Corporate L1,Scratch/Dent,Call Center,SUV,Small
57,0,108,11,84,2,3,Iowa,No,Basic,College,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Collision,Agent,Sports Car,Medsize
57,0,67,26,4,0,3,Missouri,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Collision,Call Center,Two-Door Car,Medsize
33,48567,130,12,15,0,1,Missouri,Yes,Extended,Bachelor,Employed,F,Suburban,Single,Corporate Auto,Corporate L2,Hail,Agent,SUV,Medsize
27,40260,73,20,20,0,2,Iowa,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L1,Other,Web,Four-Door Car,Medsize
44,23474,102,5,21,0,1,Iowa,No,Basic,Bachelor,Disabled,F,Suburban,Divorced,Corporate Auto,Corporate L3,Collision,Branch,SUV,Medsize
27,21979,73,7,86,0,1,Kansas,No,Basic,Master,Employed,M,Suburban,Married,Personal Auto,Personal L3,Hail,Branch,Two-Door Car,Small
49,20396,76,15,60,1,4,Missouri,Yes,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L1,Collision,Branch,Four-Door Car,Medsize
3,0,180,14,70,0,4,Iowa,No,Basic,College,Unemployed,F,Suburban,Single,Special Auto,Special L2,Scratch/Dent,Agent,Luxury SUV,Medsize
5,13199,93,23,22,0,1,Oklahoma,No,Extended,High School or Below,Disabled,F,Suburban,Divorced,Personal Auto,Personal L3,Hail,Agent,Four-Door Car,Medsize
14,59456,189,11,7,0,8,Iowa,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Hail,Call Center,Luxury Car,Large
28,24910,63,7,63,1,1,Iowa,Yes,Basic,Bachelor,Retired,F,Suburban,Single,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Medsize
27,70263,93,30,66,0,5,Iowa,Yes,Extended,College,Employed,F,Rural,Married,Personal Auto,Personal L2,Hail,Call Center,Two-Door Car,Small
43,76448,63,9,13,0,3,Missouri,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,Scratch/Dent,Web,Four-Door Car,Medsize
52,61675,123,35,54,0,2,Oklahoma,No,Extended,Doctor,Employed,F,Urban,Married,Corporate Auto,Corporate L1,Collision,Call Center,SUV,Medsize
37,23241,70,11,14,0,9,Oklahoma,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L1,Hail,Agent,Two-Door Car,Small
3,0,82,24,86,0,2,Missouri,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Hail,Branch,Four-Door Car,Medsize
8,72608,82,26,19,3,8,Iowa,Yes,Extended,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Hail,Agent,Four-Door Car,Medsize
23,77603,114,10,83,0,8,Kansas,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L1,Hail,Call Center,SUV,Medsize
13,44385,97,6,31,0,7,Iowa,No,Extended,High School or Below,Employed,M,Suburban,Single,Corporate Auto,Corporate L3,Other,Call Center,Four-Door Car,Small
34,53984,80,15,62,0,1,Nebraska,No,Extended,Bachelor,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L2,Collision,Call Center,Four-Door Car,Small
33,92539,100,1,55,0,1,Iowa,No,Basic,High School or Below,Employed,M,Rural,Single,Corporate Auto,Corporate L3,Hail,Branch,SUV,Medsize
47,18608,71,13,24,0,1,Iowa,Yes,Basic,Bachelor,Retired,M,Suburban,Divorced,Corporate Auto,Corporate L3,Hail,Web,Four-Door Car,Medsize
32,0,76,7,84,0,2,Missouri,No,Extended,Bachelor,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L1,Hail,Agent,Four-Door Car,Medsize
16,68727,72,15,49,0,2,Iowa,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L1,Collision,Branch,Four-Door Car,Medsize
38,70088,112,0,33,0,1,Kansas,No,Basic,College,Employed,M,Urban,Married,Personal Auto,Personal L3,Hail,Call Center,SUV,Large
49,39794,133,0,7,0,2,Iowa,No,Extended,College,Employed,M,Suburban,Single,Corporate Auto,Corporate L2,Collision,Agent,SUV,Small
21,71126,71,11,72,0,1,Nebraska,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L1,Other,Branch,Four-Door Car,Medsize
44,67588,118,0,58,0,2,Nebraska,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Collision,Agent,Sports Car,Medsize
11,0,92,31,24,1,1,Iowa,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Scratch/Dent,Web,Two-Door Car,Small
39,46900,66,13,59,0,1,Iowa,Yes,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L1,Hail,Web,Four-Door Car,Medsize
35,69205,110,20,56,0,6,Kansas,No,Premium,Doctor,Employed,F,Urban,Married,Personal Auto,Personal L3,Hail,Web,Four-Door Car,Medsize
17,0,96,2,88,0,1,Missouri,No,Extended,Master,Unemployed,F,Rural,Married,Personal Auto,Personal L2,Collision,Agent,Two-Door Car,Medsize
17,31561,68,8,62,0,7,Nebraska,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Scratch/Dent,Web,Four-Door Car,Medsize
2,0,69,31,89,0,5,Iowa,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Collision,Agent,Four-Door Car,Large
24,0,90,7,79,0,1,Iowa,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Scratch/Dent,Agent,Two-Door Car,Small
7,16976,69,23,54,0,1,Missouri,No,Basic,College,Disabled,F,Urban,Married,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
41,22908,68,30,19,0,7,Missouri,No,Basic,Master,Employed,M,Suburban,Married,Personal Auto,Personal L2,Scratch/Dent,Call Center,Four-Door Car,Small
18,79751,63,15,67,0,1,Nebraska,Yes,Basic,Master,Employed,M,Suburban,Married,Personal Auto,Personal L1,Scratch/Dent,Web,Two-Door Car,Small
29,0,104,29,4,0,3,Missouri,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Scratch/Dent,Call Center,SUV,Small
2,21827,67,18,53,0,8,Missouri,No,Basic,High School or Below,Medical Leave,M,Suburban,Married,Special Auto,Special L2,Hail,Branch,Four-Door Car,Medsize
19,49390,195,31,15,0,1,Missouri,No,Basic,Master,Employed,F,Urban,Married,Personal Auto,Personal L1,Other,Call Center,Luxury Car,Medsize
38,26890,65,28,37,0,4,Missouri,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L3,Hail,Branch,Two-Door Car,Small
52,59537,66,23,5,0,7,Missouri,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L1,Collision,Branch,Two-Door Car,Medsize
20,34337,113,20,44,0,9,Iowa,Yes,Premium,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L1,Hail,Web,Four-Door Car,Large
7,0,74,33,24,0,2,Iowa,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Scratch/Dent,Agent,Two-Door Car,Medsize
4,22664,73,0,8,0,1,Oklahoma,No,Basic,College,Medical Leave,F,Suburban,Divorced,Personal Auto,Personal L2,Other,Agent,Two-Door Car,Small
34,49937,64,1,45,0,2,Nebraska,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L2,Scratch/Dent,Web,Two-Door Car,Medsize
53,86721,110,20,99,1,3,Missouri,No,Premium,High School or Below,Employed,F,Urban,Divorced,Corporate Auto,Corporate L1,Collision,Agent,Two-Door Car,Medsize
48,30817,88,25,43,0,1,Nebraska,Yes,Extended,Doctor,Employed,M,Rural,Divorced,Personal Auto,Personal L1,Hail,Branch,Four-Door Car,Medsize
44,61990,72,21,47,0,9,Iowa,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
8,0,71,6,46,0,1,Iowa,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Hail,Agent,Two-Door Car,Small
33,80640,111,2,84,0,1,Iowa,No,Basic,College,Employed,M,Urban,Married,Personal Auto,Personal L3,Hail,Web,SUV,Medsize
6,0,73,24,57,0,4,Iowa,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Large
1,72421,65,8,23,0,1,Missouri,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L2,Hail,Call Center,Four-Door Car,Small
24,0,62,8,81,2,6,Oklahoma,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Collision,Call Center,Four-Door Car,Medsize
55,0,136,10,41,0,2,Missouri,No,Extended,Master,Unemployed,F,Rural,Married,Personal Auto,Personal L1,Collision,Branch,SUV,Small
54,0,76,4,43,5,2,Missouri,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Special Auto,Special L2,Collision,Agent,Four-Door Car,Large
46,20169,112,35,81,1,3,Missouri,No,Basic,Bachelor,Disabled,M,Suburban,Married,Personal Auto,Personal L3,Collision,Web,SUV,Small
9,46703,108,0,48,0,6,Missouri,No,Premium,College,Employed,M,Suburban,Single,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Small
0,89953,74,3,42,0,3,Missouri,No,Basic,Bachelor,Employed,F,Urban,Single,Corporate Auto,Corporate L3,Hail,Web,Four-Door Car,Medsize
56,23158,63,31,46,3,2,Nebraska,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L2,Hail,Branch,Four-Door Car,Large
6,40968,97,29,53,1,1,Nebraska,No,Extended,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Large
2,58842,110,6,74,0,1,Iowa,Yes,Premium,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Hail,Branch,Four-Door Car,Medsize
57,88079,61,16,37,0,3,Oklahoma,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L2,Hail,Agent,Two-Door Car,Medsize
32,25772,64,13,52,0,1,Kansas,No,Basic,Bachelor,Disabled,M,Suburban,Divorced,Personal Auto,Personal L2,Collision,Call Center,Four-Door Car,Large
57,92777,68,21,83,2,2,Missouri,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L1,Collision,Web,Two-Door Car,Medsize
39,0,86,7,31,0,1,Missouri,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L1,Hail,Branch,Two-Door Car,Medsize
52,78735,63,32,53,1,6,Iowa,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L1,Hail,Branch,Four-Door Car,Medsize
37,0,130,7,31,0,2,Missouri,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Collision,Agent,Sports Car,Medsize
9,91774,81,4,21,0,1,Missouri,No,Extended,College,Employed,F,Urban,Single,Personal Auto,Personal L3,Collision,Call Center,Four-Door Car,Medsize
44,40032,118,1,50,2,7,Missouri,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L3,Collision,Web,SUV,Medsize
0,48893,110,9,26,0,3,Kansas,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Collision,Branch,SUV,Medsize
49,0,124,2,85,0,2,Missouri,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Scratch/Dent,Web,Sports Car,Medsize
18,37277,109,24,27,1,9,Missouri,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L2,Collision,Agent,SUV,Medsize
18,23059,66,22,55,0,3,Missouri,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L3,Hail,Web,Two-Door Car,Medsize
56,13103,72,21,32,0,7,Kansas,No,Basic,Bachelor,Disabled,M,Suburban,Married,Personal Auto,Personal L2,Collision,Agent,Four-Door Car,Medsize
6,67796,69,7,24,4,8,Oklahoma,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L2,Hail,Web,Four-Door Car,Medsize
58,0,82,22,62,0,2,Kansas,No,Extended,High School or Below,Unemployed,F,Urban,Married,Personal Auto,Personal L3,Collision,Call Center,Two-Door Car,Medsize
36,0,110,10,32,0,7,Iowa,No,Basic,Doctor,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Hail,Web,SUV,Small
42,0,134,15,92,1,8,Iowa,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Collision,Call Center,SUV,Medsize
33,69063,115,12,65,0,3,Missouri,No,Premium,College,Employed,M,Suburban,Married,Personal Auto,Personal L1,Collision,Branch,Two-Door Car,Small
52,22849,109,5,75,0,4,Nebraska,No,Basic,Master,Employed,F,Suburban,Married,Personal Auto,Personal L3,Collision,Call Center,Sports Car,Medsize
4,20978,98,19,96,1,1,Missouri,Yes,Extended,College,Medical Leave,M,Suburban,Married,Personal Auto,Personal L3,Hail,Branch,Four-Door Car,Small
54,0,68,9,1,0,6,Iowa,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Collision,Web,Four-Door Car,Medsize
54,49558,115,1,73,0,1,Iowa,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Personal L2,Scratch/Dent,Web,SUV,Large
6,0,96,6,8,0,1,Kansas,No,Extended,Bachelor,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L3,Scratch/Dent,Web,Four-Door Car,Medsize
26,0,129,13,4,0,7,Missouri,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Collision,Call Center,SUV,Medsize
7,65726,177,35,90,0,7,Iowa,No,Premium,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L1,Collision,Agent,SUV,Medsize
3,0,106,2,50,0,1,Missouri,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Scratch/Dent,Agent,Sports Car,Medsize
50,0,68,8,9,0,2,Nebraska,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Collision,Branch,Two-Door Car,Large
32,66943,65,33,10,1,7,Iowa,No,Basic,College,Employed,F,Rural,Married,Special Auto,Special L2,Scratch/Dent,Call Center,Four-Door Car,Medsize
37,0,119,18,65,0,2,Iowa,No,Premium,College,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Collision,Agent,Four-Door Car,Medsize
1,80409,74,28,72,0,2,Iowa,No,Basic,Bachelor,Employed,M,Urban,Divorced,Personal Auto,Personal L3,Scratch/Dent,Call Center,Two-Door Car,Medsize
42,29504,125,16,29,0,9,Nebraska,No,Extended,College,Employed,M,Suburban,Single,Personal Auto,Personal L3,Other,Web,SUV,Medsize
43,0,119,5,31,0,3,Missouri,No,Basic,Bachelor,Unemployed,M,Rural,Married,Personal Auto,Personal L1,Other,Web,SUV,Small
18,36088,72,16,31,0,9,Iowa,Yes,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
