Customer,Country,State Code,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Claim Reason,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
WE57129,US,KS,Kansas,No,Basic,Master,1/28/11,Employed,M,21979,Suburban,Married,73,7,86,0,1,Personal Auto,Personal L3,Hail,Branch,518.686584,Two-Door Car,Small
MW70227,US,MO,Missouri,Yes,Extended,College,2/19/11,Employed,M,20396,Suburban,Married,76,15,60,1,4,Personal Auto,Personal L1,Collision,Branch,364.8,Four-Door Car,Medsize
WD48852,US,IA,Iowa,No,Basic,College,01/04/2011,Unemployed,F,0,Suburban,Single,180,14,70,0,4,Special Auto,Special L2,Scratch/Dent,Agent,1296.0,Luxury SUV,Medsize
NT79981,US,OK,Oklahoma,No,Extended,High School or Below,01/06/2011,Disabled,F,13199,Suburban,Divorced,93,23,22,0,1,Personal Auto,Personal L3,Hail,Agent,582.462008,Four-Door Car,Medsize
EQ62488,US,IA,Iowa,No,Basic,College,1/15/11,Employed,F,59456,Suburban,Married,189,11,7,0,8,Personal Auto,Personal L3,Hail,Call Center,907.2,Luxury Car,Large
TF67147,US,IA,Iowa,Yes,Basic,Bachelor,1/29/11,Retired,F,24910,Suburban,Single,63,7,63,1,1,Personal Auto,Personal L3,Collision,Branch,347.857619,Four-Door Car,Medsize
CJ81799,US,IA,Iowa,Yes,Extended,College,1/28/11,Employed,F,70263,Rural,Married,93,30,66,0,5,Personal Auto,Personal L2,Hail,Call Center,7.3459460000000005,Two-Door Car,Small
MS94619,US,MO,Missouri,No,Basic,High School or Below,2/13/11,Employed,F,76448,Suburban,Married,63,9,13,0,3,Personal Auto,Personal L3,Scratch/Dent,Web,302.4,Four-Door Car,Medsize
ZF84966,US,OK,Oklahoma,No,Extended,Doctor,2/22/11,Employed,F,61675,Urban,Married,123,35,54,0,2,Corporate Auto,Corporate L1,Collision,Call Center,482.550044,SUV,Medsize
AC79024,US,OK,Oklahoma,No,Basic,Bachelor,02/07/2011,Employed,M,23241,Suburban,Married,70,11,14,0,9,Personal Auto,Personal L1,Hail,Agent,504.0,Two-Door Car,Small
DV85764,US,MO,Missouri,No,Extended,High School or Below,01/04/2011,Unemployed,M,0,Suburban,Married,82,24,86,0,2,Personal Auto,Personal L2,Hail,Branch,588.269018,Four-Door Car,Medsize
BX20227,US,IA,Iowa,Yes,Extended,College,01/09/2011,Employed,F,72608,Suburban,Married,82,26,19,3,8,Personal Auto,Personal L3,Hail,Agent,393.6,Four-Door Car,Medsize
PG26401,US,KS,Kansas,No,Basic,High School or Below,1/24/11,Employed,M,77603,Suburban,Married,114,10,83,0,8,Personal Auto,Personal L1,Hail,Call Center,547.2,SUV,Medsize
FG43850,US,IA,Iowa,No,Extended,High School or Below,1/14/11,Employed,M,44385,Suburban,Single,97,6,31,0,7,Corporate Auto,Corporate L3,Other,Call Center,465.6,Four-Door Car,Small
RN97635,US,NE,Nebraska,No,Extended,Bachelor,02/04/2011,Employed,M,53984,Suburban,Divorced,80,15,62,0,1,Corporate Auto,Corporate L2,Collision,Call Center,421.48445599999997,Four-Door Car,Small
XP50892,US,IA,Iowa,No,Basic,High School or Below,02/03/2011,Employed,M,92539,Rural,Single,100,1,55,0,1,Corporate Auto,Corporate L3,Hail,Branch,25.713622,SUV,Medsize
XN62489,US,IA,Iowa,Yes,Basic,Bachelor,2/17/11,Retired,M,18608,Suburban,Divorced,71,13,24,0,1,Corporate Auto,Corporate L3,Hail,Web,340.8,Four-Door Car,Medsize
CP67787,US,MO,Missouri,No,Extended,Bachelor,02/02/2011,Unemployed,F,0,Suburban,Divorced,76,7,84,0,2,Personal Auto,Personal L1,Hail,Agent,364.8,Four-Door Car,Medsize
YH20696,US,IA,Iowa,No,Basic,College,1/17/11,Employed,M,68727,Rural,Married,72,15,49,0,2,Personal Auto,Personal L1,Collision,Branch,171.47583799999998,Four-Door Car,Medsize
IH17933,US,KS,Kansas,No,Basic,College,02/08/2011,Employed,M,70088,Urban,Married,112,0,33,0,1,Personal Auto,Personal L3,Hail,Call Center,536.481665,SUV,Large
IB59831,US,IA,Iowa,No,Extended,College,2/19/11,Employed,M,39794,Suburban,Single,133,0,7,0,2,Corporate Auto,Corporate L2,Collision,Agent,638.4,SUV,Small
NU84299,US,NE,Nebraska,No,Basic,High School or Below,1/22/11,Employed,M,71126,Urban,Married,71,11,72,0,1,Personal Auto,Personal L1,Other,Branch,324.73974599999997,Four-Door Car,Medsize
ZK90062,US,NE,Nebraska,No,Basic,Bachelor,2/14/11,Employed,M,67588,Suburban,Divorced,118,0,58,0,2,Personal Auto,Personal L2,Collision,Agent,566.4,Sports Car,Medsize
AV25133,US,IA,Iowa,No,Extended,College,01/12/2011,Unemployed,F,0,Suburban,Single,92,31,24,1,1,Personal Auto,Personal L3,Scratch/Dent,Web,774.892461,Two-Door Car,Small
YO58424,US,IA,Iowa,Yes,Basic,College,02/09/2011,Employed,M,46900,Suburban,Married,66,13,59,0,1,Corporate Auto,Corporate L1,Hail,Web,316.8,Four-Door Car,Medsize
UX71137,US,KS,Kansas,No,Premium,Doctor,02/05/2011,Employed,F,69205,Urban,Married,110,20,56,0,6,Personal Auto,Personal L3,Hail,Web,372.362565,Four-Door Car,Medsize
MY32149,US,MO,Missouri,No,Extended,Master,1/18/11,Unemployed,F,0,Rural,Married,96,2,88,0,1,Personal Auto,Personal L2,Collision,Agent,28.460568,Two-Door Car,Medsize
HE20556,US,NE,Nebraska,No,Basic,Bachelor,1/18/11,Employed,F,31561,Suburban,Divorced,68,8,62,0,7,Personal Auto,Personal L3,Scratch/Dent,Web,326.4,Four-Door Car,Medsize
SP63623,US,IA,Iowa,No,Basic,College,01/03/2011,Unemployed,M,0,Suburban,Single,69,31,89,0,5,Personal Auto,Personal L2,Collision,Agent,506.92275,Four-Door Car,Large
CM61827,US,IA,Iowa,No,Extended,Bachelor,1/25/11,Unemployed,M,0,Suburban,Single,90,7,79,0,1,Personal Auto,Personal L2,Scratch/Dent,Agent,648.0,Two-Door Car,Small
JY97451,US,MO,Missouri,No,Basic,College,01/08/2011,Disabled,F,16976,Urban,Married,69,23,54,0,1,Personal Auto,Personal L3,Collision,Agent,238.95252799999997,Four-Door Car,Medsize
BA52133,US,MO,Missouri,No,Basic,Master,02/11/2011,Employed,M,22908,Suburban,Married,68,30,19,0,7,Personal Auto,Personal L2,Scratch/Dent,Call Center,387.774781,Four-Door Car,Small
XO96556,US,NE,Nebraska,Yes,Basic,Master,1/19/11,Employed,M,79751,Suburban,Married,63,15,67,0,1,Personal Auto,Personal L1,Scratch/Dent,Web,392.235698,Two-Door Car,Small
SX22647,US,MO,Missouri,No,Basic,College,1/30/11,Unemployed,M,0,Suburban,Single,104,29,4,0,3,Personal Auto,Personal L3,Scratch/Dent,Call Center,748.8,SUV,Small
IK66117,US,MO,Missouri,No,Basic,High School or Below,01/03/2011,Medical Leave,M,21827,Suburban,Married,67,18,53,0,8,Special Auto,Special L2,Hail,Branch,321.6,Four-Door Car,Medsize
RE32481,US,MO,Missouri,No,Basic,Master,1/20/11,Employed,F,49390,Urban,Married,195,31,15,0,1,Personal Auto,Personal L1,Other,Call Center,738.05105,Luxury Car,Medsize
YC77374,US,MO,Missouri,No,Basic,Bachelor,02/08/2011,Employed,F,26890,Suburban,Married,65,28,37,0,4,Personal Auto,Personal L3,Hail,Branch,312.0,Two-Door Car,Small
MD73554,US,MO,Missouri,No,Basic,College,2/22/11,Employed,M,59537,Suburban,Married,66,23,5,0,7,Personal Auto,Personal L1,Collision,Branch,316.8,Two-Door Car,Medsize
QD86074,US,IA,Iowa,Yes,Premium,High School or Below,1/21/11,Employed,F,34337,Suburban,Married,113,20,44,0,9,Corporate Auto,Corporate L1,Hail,Web,542.4,Four-Door Car,Large
FK28721,US,IA,Iowa,No,Basic,High School or Below,01/08/2011,Unemployed,M,0,Suburban,Single,74,33,24,0,2,Corporate Auto,Corporate L2,Scratch/Dent,Agent,532.8,Two-Door Car,Medsize
OY88200,US,OK,Oklahoma,No,Basic,College,01/05/2011,Medical Leave,F,22664,Suburban,Divorced,73,0,8,0,1,Personal Auto,Personal L2,Other,Agent,350.4,Two-Door Car,Small
WF73839,US,NE,Nebraska,No,Basic,College,02/04/2011,Employed,F,49937,Urban,Married,64,1,45,0,2,Personal Auto,Personal L2,Scratch/Dent,Web,302.586407,Two-Door Car,Medsize
SP93911,US,MO,Missouri,No,Premium,High School or Below,2/23/11,Employed,F,86721,Urban,Divorced,110,20,99,1,3,Corporate Auto,Corporate L1,Collision,Agent,372.594847,Two-Door Car,Medsize
RA91280,US,NE,Nebraska,Yes,Extended,Doctor,2/18/11,Employed,M,30817,Rural,Divorced,88,25,43,0,1,Personal Auto,Personal L1,Hail,Branch,91.83466800000001,Four-Door Car,Medsize
NA89685,US,IA,Iowa,No,Basic,College,2/14/11,Employed,M,61990,Rural,Married,72,21,47,0,9,Personal Auto,Personal L3,Collision,Agent,48.884434000000006,Four-Door Car,Medsize
MP25903,US,IA,Iowa,No,Basic,High School or Below,01/09/2011,Unemployed,M,0,Suburban,Married,71,6,46,0,1,Personal Auto,Personal L3,Hail,Agent,497.392925,Two-Door Car,Small
TK13024,US,IA,Iowa,No,Basic,College,02/03/2011,Employed,M,80640,Urban,Married,111,2,84,0,1,Personal Auto,Personal L3,Hail,Web,313.270725,SUV,Medsize
QY74517,US,IA,Iowa,No,Basic,High School or Below,01/07/2011,Unemployed,F,0,Suburban,Single,73,24,57,0,4,Personal Auto,Personal L3,Collision,Branch,525.6,Four-Door Car,Large
MH14039,US,MO,Missouri,Yes,Basic,High School or Below,01/02/2011,Employed,M,72421,Suburban,Married,65,8,23,0,1,Personal Auto,Personal L2,Hail,Call Center,312.0,Four-Door Car,Small
NW30838,US,OK,Oklahoma,No,Basic,High School or Below,1/25/11,Unemployed,M,0,Suburban,Single,62,8,81,2,6,Corporate Auto,Corporate L3,Collision,Call Center,503.808329,Four-Door Car,Medsize
ZI85739,US,MO,Missouri,No,Extended,Master,2/25/11,Unemployed,F,0,Rural,Married,136,10,41,0,2,Personal Auto,Personal L1,Collision,Branch,46.098963,SUV,Small
JO64487,US,MO,Missouri,No,Extended,High School or Below,2/24/11,Unemployed,F,0,Suburban,Single,76,4,43,5,2,Special Auto,Special L2,Collision,Agent,547.2,Four-Door Car,Large
EV46476,US,MO,Missouri,No,Basic,Bachelor,2/16/11,Disabled,M,20169,Suburban,Married,112,35,81,1,3,Personal Auto,Personal L3,Collision,Web,537.6,SUV,Small
DR38127,US,MO,Missouri,No,Premium,College,01/10/2011,Employed,M,46703,Suburban,Single,108,0,48,0,6,Personal Auto,Personal L3,Collision,Branch,678.100487,Four-Door Car,Small
PG27422,US,MO,Missouri,No,Basic,Bachelor,01/01/2011,Employed,F,89953,Urban,Single,74,3,42,0,3,Corporate Auto,Corporate L3,Hail,Web,274.165887,Four-Door Car,Medsize
LH66741,US,NE,Nebraska,No,Basic,Bachelor,2/26/11,Employed,M,23158,Suburban,Married,63,31,46,3,2,Personal Auto,Personal L2,Hail,Branch,302.4,Four-Door Car,Large
ZS35053,US,NE,Nebraska,No,Extended,High School or Below,01/07/2011,Employed,M,40968,Suburban,Divorced,97,29,53,1,1,Personal Auto,Personal L3,Collision,Agent,465.6,Four-Door Car,Large
RD89159,US,IA,Iowa,Yes,Premium,College,01/03/2011,Employed,M,58842,Suburban,Married,110,6,74,0,1,Personal Auto,Personal L3,Hail,Branch,528.0,Four-Door Car,Medsize
MS45259,US,OK,Oklahoma,No,Basic,College,2/27/11,Employed,M,88079,Rural,Married,61,16,37,0,3,Personal Auto,Personal L2,Hail,Agent,121.88813999999999,Two-Door Car,Medsize
EY19523,US,KS,Kansas,No,Basic,Bachelor,02/02/2011,Disabled,M,25772,Suburban,Divorced,64,13,52,0,1,Personal Auto,Personal L2,Collision,Call Center,307.2,Four-Door Car,Large
ZM84839,US,MO,Missouri,No,Basic,College,2/27/11,Employed,F,92777,Rural,Married,68,21,83,2,2,Personal Auto,Personal L1,Collision,Web,158.041549,Two-Door Car,Medsize
KV53202,US,MO,Missouri,No,Extended,High School or Below,02/09/2011,Unemployed,F,0,Suburban,Single,86,7,31,0,1,Corporate Auto,Corporate L1,Hail,Branch,619.2,Two-Door Car,Medsize
XR17548,US,IA,Iowa,No,Basic,High School or Below,2/22/11,Employed,M,78735,Urban,Married,63,32,53,1,6,Personal Auto,Personal L1,Hail,Branch,225.558918,Four-Door Car,Medsize
ZF58696,US,MO,Missouri,No,Extended,High School or Below,02/07/2011,Unemployed,M,0,Suburban,Single,130,7,31,0,2,Personal Auto,Personal L3,Collision,Agent,1430.548077,Sports Car,Medsize
HR92775,US,MO,Missouri,No,Extended,College,01/10/2011,Employed,F,91774,Urban,Single,81,4,21,0,1,Personal Auto,Personal L3,Collision,Call Center,285.020982,Four-Door Car,Medsize
FU77365,US,MO,Missouri,No,Basic,Bachelor,2/14/11,Employed,F,40032,Suburban,Married,118,1,50,2,7,Personal Auto,Personal L3,Collision,Web,717.763724,SUV,Medsize
RH97231,US,KS,Kansas,No,Basic,Bachelor,01/01/2011,Employed,M,48893,Suburban,Married,110,9,26,0,3,Personal Auto,Personal L3,Collision,Branch,787.88953,SUV,Medsize
UJ71101,US,MO,Missouri,No,Extended,High School or Below,2/19/11,Unemployed,M,0,Suburban,Single,124,2,85,0,2,Personal Auto,Personal L1,Scratch/Dent,Web,928.817071,Sports Car,Medsize
VF21170,US,MO,Missouri,No,Basic,Bachelor,1/19/11,Employed,F,37277,Urban,Married,109,24,27,1,9,Personal Auto,Personal L2,Collision,Agent,417.72438,SUV,Medsize
DE53644,US,MO,Missouri,No,Basic,Bachelor,1/19/11,Employed,F,23059,Suburban,Married,66,22,55,0,3,Personal Auto,Personal L3,Hail,Web,372.430947,Two-Door Car,Medsize
AP56340,US,KS,Kansas,No,Basic,Bachelor,2/26/11,Disabled,M,13103,Suburban,Married,72,21,32,0,7,Personal Auto,Personal L2,Collision,Agent,458.003651,Four-Door Car,Medsize
IZ55070,US,OK,Oklahoma,No,Basic,High School or Below,01/07/2011,Employed,F,67796,Suburban,Married,69,7,24,4,8,Personal Auto,Personal L2,Hail,Web,331.2,Four-Door Car,Medsize
XK20264,US,KS,Kansas,No,Extended,High School or Below,2/28/11,Unemployed,F,0,Urban,Married,82,22,62,0,2,Personal Auto,Personal L3,Collision,Call Center,296.637382,Two-Door Car,Medsize
MF41879,US,IA,Iowa,No,Basic,Doctor,02/06/2011,Unemployed,M,0,Suburban,Married,110,10,32,0,7,Personal Auto,Personal L2,Hail,Web,601.021286,SUV,Small
PD52748,US,IA,Iowa,No,Extended,High School or Below,02/12/2011,Unemployed,F,0,Suburban,Single,134,15,92,1,8,Personal Auto,Personal L3,Collision,Call Center,1353.28906,SUV,Medsize
KL43280,US,MO,Missouri,No,Premium,College,02/03/2011,Employed,M,69063,Suburban,Married,115,12,65,0,3,Personal Auto,Personal L1,Collision,Branch,552.0,Two-Door Car,Small
EH37385,US,NE,Nebraska,No,Basic,Master,2/22/11,Employed,F,22849,Suburban,Married,109,5,75,0,4,Personal Auto,Personal L3,Collision,Call Center,523.2,Sports Car,Medsize
YE24562,US,MO,Missouri,Yes,Extended,College,01/05/2011,Medical Leave,M,20978,Suburban,Married,98,19,96,1,1,Personal Auto,Personal L3,Hail,Branch,1176.2788,Four-Door Car,Small
SQ87105,US,IA,Iowa,No,Basic,Bachelor,2/24/11,Unemployed,F,0,Suburban,Single,68,9,1,0,6,Corporate Auto,Corporate L3,Collision,Web,489.6,Four-Door Car,Medsize
QM74025,US,IA,Iowa,No,Basic,High School or Below,2/24/11,Employed,F,49558,Suburban,Divorced,115,1,73,0,1,Personal Auto,Personal L2,Scratch/Dent,Web,552.0,SUV,Large
WX10701,US,KS,Kansas,No,Extended,Bachelor,01/07/2011,Unemployed,M,0,Suburban,Married,96,6,8,0,1,Corporate Auto,Corporate L3,Scratch/Dent,Web,460.8,Four-Door Car,Medsize
LA53648,US,MO,Missouri,No,Extended,High School or Below,1/27/11,Unemployed,F,0,Suburban,Single,129,13,4,0,7,Personal Auto,Personal L1,Collision,Call Center,1059.572464,SUV,Medsize
DW19309,US,IA,Iowa,No,Premium,High School or Below,01/08/2011,Employed,M,65726,Suburban,Married,177,35,90,0,7,Corporate Auto,Corporate L1,Collision,Agent,849.6,SUV,Medsize
FH83537,US,MO,Missouri,No,Basic,High School or Below,01/04/2011,Unemployed,F,0,Suburban,Single,106,2,50,0,1,Personal Auto,Personal L3,Scratch/Dent,Agent,879.42749,Sports Car,Medsize
GF94951,US,NE,Nebraska,No,Basic,Bachelor,2/20/11,Unemployed,M,0,Suburban,Single,68,8,9,0,2,Corporate Auto,Corporate L2,Collision,Branch,489.6,Two-Door Car,Large
JH62891,US,IA,Iowa,No,Basic,College,02/02/2011,Employed,F,66943,Rural,Married,65,33,10,1,7,Special Auto,Special L2,Scratch/Dent,Call Center,53.084753000000006,Four-Door Car,Medsize
TL40288,US,IA,Iowa,No,Premium,College,02/07/2011,Unemployed,F,0,Suburban,Married,119,18,65,0,2,Personal Auto,Personal L2,Collision,Agent,729.595208,Four-Door Car,Medsize
AX39008,US,IA,Iowa,No,Basic,Bachelor,01/02/2011,Employed,M,80409,Urban,Divorced,74,28,72,0,2,Personal Auto,Personal L3,Scratch/Dent,Call Center,262.984836,Two-Door Car,Medsize
ZD44648,US,NE,Nebraska,No,Extended,College,02/12/2011,Employed,M,29504,Suburban,Single,125,16,29,0,9,Personal Auto,Personal L3,Other,Web,1224.56345,SUV,Medsize
HZ67642,US,MO,Missouri,No,Basic,Bachelor,2/13/11,Unemployed,M,0,Rural,Married,119,5,31,0,3,Personal Auto,Personal L1,Other,Web,244.816163,SUV,Small
FB80807,US,IA,Iowa,Yes,Basic,Bachelor,1/19/11,Employed,M,36088,Suburban,Single,72,16,31,0,9,Personal Auto,Personal L3,Collision,Agent,345.6,Four-Door Car,Medsize
AP67935,US,MO,Missouri,No,Basic,College,2/13/11,Employed,M,64749,Urban,Married,64,24,59,0,2,Special Auto,Special L2,Hail,Branch,302.56519,Four-Door Car,Medsize
GT66241,US,MO,Missouri,No,Basic,High School or Below,01/08/2011,Unemployed,M,0,Suburban,Single,71,25,30,0,1,Personal Auto,Personal L3,Hail,Call Center,511.2,Four-Door Car,Medsize
ZF81243,US,OK,Oklahoma,Yes,Premium,Bachelor,2/28/11,Employed,F,63774,Rural,Divorced,111,18,63,0,1,Personal Auto,Personal L1,Hail,Agent,60.036683,Four-Door Car,Medsize
OY38576,US,IA,Iowa,No,Basic,High School or Below,01/11/2011,Employed,F,71416,Suburban,Divorced,116,10,0,0,3,Corporate Auto,Corporate L3,Hail,Agent,556.8,SUV,Medsize
JV68002,US,KS,Kansas,Yes,Extended,College,1/25/11,Retired,M,23091,Suburban,Married,96,28,90,5,5,Corporate Auto,Corporate L1,Collision,Agent,460.8,Four-Door Car,Medsize
MR84659,US,IA,Iowa,Yes,Extended,College,2/14/11,Employed,F,35482,Suburban,Married,129,21,59,0,3,Personal Auto,Personal L3,Collision,Branch,619.2,SUV,Medsize
ZY20779,US,KS,Kansas,No,Basic,High School or Below,1/29/11,Unemployed,M,0,Suburban,Single,71,17,57,0,5,Personal Auto,Personal L1,Hail,Agent,340.8,Two-Door Car,Medsize
LC25393,US,MO,Missouri,No,Extended,Bachelor,1/18/11,Employed,M,88220,Rural,Married,230,28,63,0,2,Personal Auto,Personal L3,Collision,Call Center,151.528482,Luxury Car,Small
VO26340,US,OK,Oklahoma,No,Extended,College,01/02/2011,Unemployed,M,0,Suburban,Single,93,30,70,0,6,Personal Auto,Personal L2,Scratch/Dent,Agent,669.6,Two-Door Car,Medsize
QI37869,US,MO,Missouri,No,Premium,College,02/02/2011,Disabled,M,12876,Urban,Married,107,8,90,2,3,Corporate Auto,Corporate L3,Collision,Call Center,425.964628,Four-Door Car,Large
ZU74482,US,IA,Iowa,Yes,Basic,College,02/06/2011,Employed,M,60920,Urban,Single,64,10,61,0,2,Personal Auto,Personal L3,Hail,Agent,231.20188599999997,Two-Door Car,Medsize
CX65318,US,NE,Nebraska,No,Extended,Master,2/14/11,Employed,M,31737,Suburban,Married,218,17,2,0,3,Personal Auto,Personal L2,Collision,Agent,1046.4,Luxury SUV,Medsize
TJ48439,US,IA,Iowa,No,Basic,College,1/18/11,Unemployed,F,0,Suburban,Single,66,0,10,0,1,Personal Auto,Personal L1,Scratch/Dent,Branch,508.703134,Two-Door Car,Small
AH92481,US,MO,Missouri,No,Basic,College,01/05/2011,Employed,F,53219,Suburban,Married,117,24,36,0,1,Corporate Auto,Corporate L3,Collision,Call Center,561.6,SUV,Medsize
SR71068,US,KS,Kansas,Yes,Basic,High School or Below,1/23/11,Employed,M,25927,Suburban,Single,103,6,20,0,1,Personal Auto,Personal L3,Hail,Web,674.973614,SUV,Medsize
ZO30377,US,MO,Missouri,No,Premium,High School or Below,01/01/2011,Unemployed,M,0,Suburban,Single,102,25,48,0,1,Personal Auto,Personal L3,Hail,Agent,976.1124560000001,Four-Door Car,Medsize
XQ51968,US,MO,Missouri,Yes,Extended,High School or Below,01/01/2011,Unemployed,M,0,Suburban,Single,79,21,53,1,7,Corporate Auto,Corporate L3,Collision,Agent,407.44023799999997,Two-Door Car,Medsize
DK69871,US,OK,Oklahoma,No,Basic,Master,2/13/11,Employed,M,53691,Urban,Divorced,67,13,48,0,2,Personal Auto,Personal L3,Collision,Call Center,175.97506,Four-Door Car,Medsize
WH56217,US,KS,Kansas,No,Basic,College,2/14/11,Medical Leave,M,29136,Suburban,Divorced,118,16,72,0,9,Corporate Auto,Corporate L1,Collision,Agent,566.4,SUV,Large
XX88577,US,MO,Missouri,No,Premium,Bachelor,2/28/11,Employed,M,84824,Rural,Married,196,7,4,0,9,Corporate Auto,Corporate L1,Hail,Branch,319.82074700000004,SUV,Small
MV86976,US,MO,Missouri,No,Extended,High School or Below,01/03/2011,Unemployed,M,0,Suburban,Single,96,31,85,0,1,Personal Auto,Personal L2,Collision,Agent,726.132858,Four-Door Car,Medsize
OT53330,US,NE,Nebraska,No,Extended,Bachelor,2/21/11,Employed,F,34837,Suburban,Single,139,4,2,1,4,Personal Auto,Personal L3,Collision,Branch,667.2,SUV,Medsize
VZ79886,US,IA,Iowa,No,Premium,Bachelor,2/22/11,Employed,F,22234,Suburban,Divorced,160,0,92,0,3,Personal Auto,Personal L3,Collision,Agent,768.0,SUV,Medsize
HU54636,US,MO,Missouri,No,Extended,College,1/30/11,Employed,F,41212,Urban,Married,95,13,27,0,1,Personal Auto,Personal L1,Other,Web,405.443681,Four-Door Car,Medsize
KO73340,US,IA,Iowa,No,Basic,College,01/02/2011,Employed,M,77299,Rural,Married,66,11,71,0,1,Personal Auto,Personal L1,Hail,Branch,151.872106,Four-Door Car,Medsize
YY11432,US,IA,Iowa,No,Extended,High School or Below,02/01/2011,Employed,F,51725,Rural,Married,138,9,16,1,2,Personal Auto,Personal L3,Collision,Agent,159.004261,SUV,Medsize
YG71375,US,OK,Oklahoma,No,Basic,College,1/28/11,Employed,F,98078,Suburban,Married,73,5,79,0,6,Personal Auto,Personal L1,Collision,Agent,418.68940200000003,Four-Door Car,Large
CA86085,US,KS,Kansas,No,Basic,High School or Below,2/22/11,Employed,M,67176,Suburban,Single,72,20,90,0,9,Personal Auto,Personal L3,Hail,Branch,345.6,Four-Door Car,Large
LT80200,US,IA,Iowa,No,Basic,High School or Below,2/26/11,Unemployed,F,0,Suburban,Single,74,22,3,0,1,Personal Auto,Personal L2,Collision,Branch,355.2,Four-Door Car,Small
PS25185,US,KS,Kansas,No,Premium,Bachelor,1/20/11,Medical Leave,F,20079,Suburban,Single,110,1,63,0,1,Corporate Auto,Corporate L3,Collision,Web,528.0,Two-Door Car,Medsize
QG25195,US,IA,Iowa,No,Basic,Bachelor,01/10/2011,Unemployed,F,0,Suburban,Single,68,4,17,0,9,Personal Auto,Personal L3,Collision,Agent,444.030724,Four-Door Car,Medsize
JW15301,US,NE,Nebraska,No,Basic,High School or Below,1/20/11,Medical Leave,M,24664,Suburban,Married,69,12,15,0,2,Corporate Auto,Corporate L3,Hail,Agent,496.8,Four-Door Car,Medsize
EK50729,US,IA,Iowa,No,Basic,Bachelor,1/17/11,Unemployed,M,0,Suburban,Divorced,67,27,7,0,7,Personal Auto,Personal L3,Collision,Branch,321.6,Four-Door Car,Medsize
TW43626,US,MO,Missouri,No,Basic,College,1/21/11,Employed,M,53554,Suburban,Married,67,6,5,0,2,Personal Auto,Personal L2,Collision,Agent,327.020539,Four-Door Car,Large
DT52189,US,MO,Missouri,No,Extended,High School or Below,01/10/2011,Unemployed,F,0,Suburban,Divorced,87,2,41,0,3,Personal Auto,Personal L2,Scratch/Dent,Call Center,417.6,Four-Door Car,Medsize
GS69842,US,NE,Nebraska,No,Basic,Bachelor,1/17/11,Employed,F,36615,Urban,Married,65,14,7,0,5,Special Auto,Special L2,Hail,Call Center,264.56377200000003,Four-Door Car,Medsize
YU86361,US,KS,Kansas,Yes,Extended,Master,2/20/11,Employed,F,22705,Suburban,Divorced,239,19,59,0,7,Personal Auto,Personal L1,Hail,Agent,1294.700423,Luxury SUV,Medsize
DV58197,US,MO,Missouri,Yes,Basic,Bachelor,1/25/11,Employed,F,62902,Rural,Married,69,14,94,0,2,Personal Auto,Personal L3,Hail,Web,159.383042,Two-Door Car,Medsize
SE86346,US,OK,Oklahoma,No,Basic,College,2/16/11,Employed,F,58467,Suburban,Married,65,30,90,0,2,Corporate Auto,Corporate L3,Hail,Web,452.915621,Four-Door Car,Small
EW67766,US,MO,Missouri,No,Extended,College,01/11/2011,Unemployed,F,0,Suburban,Married,127,24,58,0,1,Personal Auto,Personal L2,Collision,Agent,609.6,SUV,Small
MK70700,US,MO,Missouri,No,Basic,Master,01/07/2011,Employed,M,68197,Urban,Married,69,1,81,0,3,Personal Auto,Personal L1,Hail,Branch,176.819414,Four-Door Car,Medsize
MM71959,US,NE,Nebraska,No,Basic,Bachelor,02/05/2011,Employed,M,83210,Suburban,Divorced,110,0,25,0,3,Personal Auto,Personal L3,Scratch/Dent,Branch,528.0,Sports Car,Large
KN20603,US,IA,Iowa,No,Basic,Bachelor,2/20/11,Employed,M,45506,Suburban,Single,66,16,32,2,2,Personal Auto,Personal L3,Collision,Agent,316.8,Four-Door Car,Medsize
GS98873,US,NE,Nebraska,No,Extended,Bachelor,02/03/2011,Disabled,F,16061,Suburban,Single,88,26,23,0,1,Personal Auto,Personal L2,Scratch/Dent,Web,633.6,Four-Door Car,Medsize
YN75239,US,IA,Iowa,No,Basic,College,01/12/2011,Employed,M,77577,Rural,Married,199,14,37,1,1,Personal Auto,Personal L3,Scratch/Dent,Agent,35.768916,Luxury SUV,Small
ON39271,US,MO,Missouri,No,Basic,Master,2/21/11,Unemployed,M,0,Urban,Married,74,27,91,0,1,Personal Auto,Personal L2,Collision,Branch,263.365432,Two-Door Car,Medsize
AN57220,US,IA,Iowa,No,Basic,Bachelor,2/28/11,Employed,F,96917,Rural,Married,61,24,2,0,2,Special Auto,Special L3,Other,Web,71.942176,Four-Door Car,Medsize
YU32377,US,IA,Iowa,No,Basic,College,01/05/2011,Unemployed,F,0,Suburban,Single,61,4,68,0,2,Corporate Auto,Corporate L2,Scratch/Dent,Call Center,365.820487,Two-Door Car,Medsize
TF64196,US,MO,Missouri,No,Basic,College,01/11/2011,Employed,F,75121,Rural,Married,73,12,22,0,6,Corporate Auto,Corporate L1,Scratch/Dent,Call Center,171.226873,Two-Door Car,Small
